file_name;file_index;Type;client_code;start;end;shelf;SKU_code;shelf_life;amount;plan
3_2024.xlsx;967;Promo;84;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;72054;12;0,16;30
3_2024.xlsx;968;Promo;84;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;87800;12;0,22;40
3_2024.xlsx;969;Promo;84;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;83567;12;0,28;30
3_2024.xlsx;970;Promo;84;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;79549;12;0,08;50
3_2024.xlsx;971;Promo;84;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;84353;12;0,1;50
3_2024.xlsx;972;Promo;84;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;71907;6;0,15;150
3_2024.xlsx;973;Promo;84;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;81057;6;0,36;768
3_2024.xlsx;974;Promo;84;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;1003611;6;0,36;768
3_2024.xlsx;975;Promo;84;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;100084;6;0,37;50
3_2024.xlsx;976;Promo;84;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;100086;12;0,37;50
3_2024.xlsx;977;Promo;84;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;100532;12;0,37;50
3_2024.xlsx;978;Promo;84;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;100247;6;0,1;150
3_2024.xlsx;979;Promo;84;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;4000101;6;0,36;350
3_2024.xlsx;980;Promo;89;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;81057;6;0,46;30
3_2024.xlsx;981;Promo;89;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;1003611;6;0,46;40
3_2024.xlsx;982;Promo;Nd-00021377;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;81057;6;0,46;30
3_2024.xlsx;983;Promo;Nd-00021377;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;1003611;6;0,46;50
3_2024.xlsx;984;Promo;281;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;81057;6;0,46;50
3_2024.xlsx;985;Promo;281;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;1003611;6;0,46;150
3_2024.xlsx;986;Promo;Nd-00014412;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;81057;6;0,46;768
3_2024.xlsx;987;Promo;Nd-00014412;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;1003611;6;0,46;768
3_2024.xlsx;988;Promo;325;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;81057;6;0,46;50
3_2024.xlsx;989;Promo;325;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;1003611;6;0,46;50
3_2024.xlsx;990;Promo;287;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;81057;6;0,46;50
3_2024.xlsx;991;Promo;287;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;1003611;6;0,46;150
3_2024.xlsx;992;Promo;289;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;81057;6;0,46;50
3_2024.xlsx;993;Promo;289;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;1003611;6;0,46;150
3_2024.xlsx;994;Promo;Nd-00019122;2024-02-26 00:00:00;2024-02-29 00:00:00;2024-02-26 00:00:00;81057;6;0,46;330
3_2024.xlsx;997;Promo;112;2024-02-27 00:00:00;2024-02-27 00:00:00;2024-02-26 00:00:00;1003611;6;0,46;1700
3_2024.xlsx;998;Promo;Nd-00030492;2024-02-26 00:00:00;2024-03-05 00:00:00;2024-02-26 00:00:00;64608;12;0,3;16
3_2024.xlsx;1000;Promo;250;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;83567;12;0,38;80
3_2024.xlsx;1001;Promo;250;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;79549;12;0,18;60
3_2024.xlsx;1002;Promo;250;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;71875;12;0,17;60
3_2024.xlsx;1003;Promo;250;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;81057;6;0,46;768
3_2024.xlsx;1004;Promo;250;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;4000095;6;0,24;300
3_2024.xlsx;1005;Promo;250;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;92384;9;0,21;80
3_2024.xlsx;1006;Promo;250;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;64608;12;0,33;40
3_2024.xlsx;1007;Promo;250;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;72054;12;0,26;50
3_2024.xlsx;1008;Promo;250;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;72059;12;0,26;50
3_2024.xlsx;1009;Promo;250;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;100085;9;0,37;60
3_2024.xlsx;1010;Promo;250;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;100320;9;0,37;60
3_2024.xlsx;1011;Promo;250;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;1003611;6;0,46;350
3_2024.xlsx;1012;Promo;250;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;4000101;6;0,46;80
3_2024.xlsx;1013;Promo;250;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;100247;6;0,2;60
3_2024.xlsx;1014;Promo;276;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;83567;12;0,38;60
3_2024.xlsx;1015;Promo;276;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;79549;12;0,18;768
3_2024.xlsx;1016;Promo;276;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;71875;12;0,17;300
3_2024.xlsx;1017;Promo;276;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;81057;6;0,46;80
3_2024.xlsx;1018;Promo;276;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;4000095;6;0,24;40
3_2024.xlsx;1019;Promo;276;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;92384;9;0,21;50
3_2024.xlsx;1020;Promo;276;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;64608;12;0,33;50
3_2024.xlsx;1021;Promo;276;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;72054;12;0,26;60
3_2024.xlsx;1022;Promo;276;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;72059;12;0,26;60
3_2024.xlsx;1023;Promo;276;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;100085;9;0,37;350
3_2024.xlsx;1024;Promo;276;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;100320;9;0,37;
3_2024.xlsx;1025;Promo;276;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;1003611;6;0,46;
3_2024.xlsx;1026;Promo;276;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;4000101;6;0,46;
3_2024.xlsx;1027;Promo;276;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-03-01 00:00:00;100247;6;0,2;
3_2024.xlsx;1028;Promo;220;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;69553;9;0,3;16
3_2024.xlsx;1029;Promo;220;2024-02-27 00:00:00;2024-02-27 00:00:00;2024-02-26 00:00:00;64608;12;0,3;12
3_2024.xlsx;1030;Shelf life;Nd-00027006;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;60503;18;0,7;10
3_2024.xlsx;1031;Shelf life;Nd-00027006;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;89423;18;0,7;10
3_2024.xlsx;1032;Promo;283;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;100532;12;0,37;240
3_2024.xlsx;1033;Promo;177;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;62743;6;0,3;30
3_2024.xlsx;1034;Promo;177;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;81665;9;0,2;12
3_2024.xlsx;1043;Promo;112;2024-02-26 00:00:00;2024-02-27 00:00:00;2024-02-26 00:00:00;4000095;6;0,3;90
3_2024.xlsx;1045;Shelf life;134;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;60503;18;0,7;10
3_2024.xlsx;1046;Shelf life;134;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;89423;18;0,7;10
3_2024.xlsx;1047;Shelf life;134;2024-03-12 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;69553;9;0,46;10
3_2024.xlsx;1048;Promo;134;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;81665;9;0,2;10
3_2024.xlsx;1049;Promo;Nd-00030311;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;64608;12;0,31;10
3_2024.xlsx;1050;Promo;Nd-00030311;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;72062;12;0,2;10
3_2024.xlsx;1051;Promo;Nd-00030311;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;72058;12;0,2;10
3_2024.xlsx;1052;Promo;Nd-00030311;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;89422;12;0,2;10
3_2024.xlsx;1053;Promo;Nd-00030311;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;101420;12;0,2;10
3_2024.xlsx;1054;Promo;Nd-00030311;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;80969;12;0,2;10
3_2024.xlsx;1055;Promo;Nd-00030311;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;76946;12;0,2;10
3_2024.xlsx;1056;Promo;Nd-00030311;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;92384;9;0,2;10
3_2024.xlsx;1057;Promo;Nd-00030311;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;62743;6;0,2;10
3_2024.xlsx;1058;Promo;Nd-00030311;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;81665;9;0,2;10
3_2024.xlsx;1059;Shelf life;Nd-00030311;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;69553;9;0,46;10
3_2024.xlsx;1060;Promo;150;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;81057;6;0,43;768
3_2024.xlsx;1061;Promo;150;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;1003611;6;0,45;768
3_2024.xlsx;1062;Promo;150;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;87800;12;0,39;453,6
3_2024.xlsx;1063;Promo;207;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;81057;6;0,43;768
3_2024.xlsx;1064;Promo;207;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;1003611;6;0,45;768
3_2024.xlsx;1065;Promo;207;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;87800;12;0,39;453,6
3_2024.xlsx;1066;Promo;304;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;81665;9;0,2;10
3_2024.xlsx;1067;Shelf life;309;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;89423;18;0,7;24
3_2024.xlsx;1068;Shelf life;309;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;60503;18;0,7;24
3_2024.xlsx;1069;Promo;Nd-00002077;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;62743;6;0,3;60
3_2024.xlsx;1070;Promo;Nd-00025671;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;62743;6;0,3;60
3_2024.xlsx;1071;Shelf life;Nd-00025177;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;60503;18;0,7;10
3_2024.xlsx;1072;Shelf life;Nd-00025177;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;89423;18;0,7;10
3_2024.xlsx;1073;Shelf life;Nd-00025177;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;69553;9;0,46;10
3_2024.xlsx;1074;Promo;Nd-00025177;2024-02-26 00:00:00;2024-03-25 00:00:00;2024-02-26 00:00:00;81665;9;0,2;10
3_2024.xlsx;1075;Promo;00-00023896;2024-02-27 00:00:00;2024-03-25 00:00:00;2024-02-27 00:00:00;64608;12;0,3;12
3_2024.xlsx;1076;Promo;114;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;87800;12;0,32;120
3_2024.xlsx;1077;Promo;114;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;1003611;6;0,46;240
3_2024.xlsx;1078;Promo;114;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;71907;6;0,25;120
3_2024.xlsx;1079;Promo;114;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;81057;6;0,46;240
3_2024.xlsx;1080;Promo;114;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100247;6;0,2;60
3_2024.xlsx;1081;Promo;114;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100086;12;0,37;48
3_2024.xlsx;1082;Promo;114;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100084;6;0,37;48
3_2024.xlsx;1083;Promo;114;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100085;9;0,37;48
3_2024.xlsx;1084;Promo;230;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;72058;12;0,18;48
3_2024.xlsx;1085;Promo;230;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;87800;12;0,32;90
3_2024.xlsx;1086;Promo;230;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000095;6;0,24;90
3_2024.xlsx;1087;Promo;230;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000101;6;0,46;120
3_2024.xlsx;1088;Promo;230;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;1003611;6;0,46;120
3_2024.xlsx;1089;Promo;230;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;71907;6;0,25;90
3_2024.xlsx;1090;Promo;230;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;81057;6;0,46;120
3_2024.xlsx;1091;Promo;230;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100247;6;0,2;90
3_2024.xlsx;1092;Promo;230;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100086;12;0,37;48
3_2024.xlsx;1093;Promo;230;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100084;6;0,37;48
3_2024.xlsx;1094;Promo;230;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100085;9;0,37;48
3_2024.xlsx;1095;Promo;241;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;72058;12;0,18;48
3_2024.xlsx;1096;Promo;241;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;87800;12;0,32;90
3_2024.xlsx;1097;Promo;241;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000095;6;0,24;90
3_2024.xlsx;1098;Promo;241;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000101;6;0,46;120
3_2024.xlsx;1099;Promo;241;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;1003611;6;0,46;120
3_2024.xlsx;1100;Promo;241;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;71907;6;0,25;90
3_2024.xlsx;1101;Promo;241;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;81057;6;0,46;120
3_2024.xlsx;1102;Promo;241;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100247;6;0,2;90
3_2024.xlsx;1103;Promo;241;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100086;12;0,37;48
3_2024.xlsx;1104;Promo;241;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100084;6;0,37;48
3_2024.xlsx;1105;Promo;241;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100085;9;0,37;48
3_2024.xlsx;1106;Promo;183;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;72058;12;0,18;48
3_2024.xlsx;1107;Promo;183;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;87800;12;0,32;90
3_2024.xlsx;1108;Promo;183;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000095;6;0,24;90
3_2024.xlsx;1109;Promo;183;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000101;6;0,46;120
3_2024.xlsx;1110;Promo;183;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;1003611;6;0,46;120
3_2024.xlsx;1111;Promo;183;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;71907;6;0,25;90
3_2024.xlsx;1112;Promo;183;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;81057;6;0,46;120
3_2024.xlsx;1113;Promo;183;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100247;6;0,2;90
3_2024.xlsx;1114;Promo;183;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100086;12;0,37;48
3_2024.xlsx;1115;Promo;183;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100084;6;0,37;48
3_2024.xlsx;1116;Promo;183;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100085;9;0,37;48
3_2024.xlsx;1117;Promo;203;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;72058;12;0,18;48
3_2024.xlsx;1118;Promo;203;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;87800;12;0,32;90
3_2024.xlsx;1119;Promo;203;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000095;6;0,24;90
3_2024.xlsx;1120;Promo;203;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000101;6;0,46;120
3_2024.xlsx;1121;Promo;203;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;1003611;6;0,46;120
3_2024.xlsx;1122;Promo;203;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;71907;6;0,25;90
3_2024.xlsx;1123;Promo;203;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;81057;6;0,46;120
3_2024.xlsx;1124;Promo;203;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100247;6;0,2;90
3_2024.xlsx;1125;Promo;203;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100086;12;0,37;48
3_2024.xlsx;1126;Promo;203;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100084;6;0,37;48
3_2024.xlsx;1127;Promo;203;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100085;9;0,37;48
3_2024.xlsx;1128;Promo;249;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;72058;12;0,18;48
3_2024.xlsx;1129;Promo;249;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;87800;12;0,32;90
3_2024.xlsx;1130;Promo;249;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000095;6;0,24;90
3_2024.xlsx;1131;Promo;249;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000101;6;0,46;120
3_2024.xlsx;1132;Promo;249;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;1003611;6;0,46;120
3_2024.xlsx;1133;Promo;249;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;71907;6;0,25;90
3_2024.xlsx;1134;Promo;249;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;81057;6;0,46;120
3_2024.xlsx;1135;Promo;249;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100247;6;0,2;90
3_2024.xlsx;1136;Promo;249;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100086;12;0,37;48
3_2024.xlsx;1137;Promo;249;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100084;6;0,37;48
3_2024.xlsx;1138;Promo;249;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100085;9;0,37;48
3_2024.xlsx;1139;Promo;202;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;72058;12;0,18;48
3_2024.xlsx;1140;Promo;202;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;87800;12;0,32;90
3_2024.xlsx;1141;Promo;202;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000095;6;0,24;90
3_2024.xlsx;1142;Promo;202;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000101;6;0,46;120
3_2024.xlsx;1143;Promo;202;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;1003611;6;0,46;120
3_2024.xlsx;1144;Promo;202;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;71907;6;0,25;90
3_2024.xlsx;1145;Promo;202;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;81057;6;0,46;120
3_2024.xlsx;1146;Promo;202;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100247;6;0,2;90
3_2024.xlsx;1147;Promo;202;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100086;12;0,37;48
3_2024.xlsx;1148;Promo;202;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100084;6;0,37;48
3_2024.xlsx;1149;Promo;202;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100085;9;0,37;48
3_2024.xlsx;1150;Promo;235;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;72058;12;0,18;48
3_2024.xlsx;1151;Promo;235;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;87800;12;0,32;90
3_2024.xlsx;1152;Promo;235;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000095;6;0,24;90
3_2024.xlsx;1153;Promo;235;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000101;6;0,46;120
3_2024.xlsx;1154;Promo;235;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;1003611;6;0,46;120
3_2024.xlsx;1155;Promo;235;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;71907;6;0,25;90
3_2024.xlsx;1156;Promo;235;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;81057;6;0,46;120
3_2024.xlsx;1157;Promo;235;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100247;6;0,2;90
3_2024.xlsx;1158;Promo;235;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100086;12;0,37;48
3_2024.xlsx;1159;Promo;235;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100084;6;0,37;48
3_2024.xlsx;1160;Promo;235;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100085;9;0,37;48
3_2024.xlsx;1161;Promo;321;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;72058;12;0,18;48
3_2024.xlsx;1162;Promo;321;2024-02-28 00:00:00;2024-03-24 00:00:00;2024-02-28 00:00:00;87800;12;0,32;90
3_2024.xlsx;1163;Promo;321;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000095;6;0,24;90
3_2024.xlsx;1164;Promo;321;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000101;6;0,46;120
3_2024.xlsx;1165;Promo;321;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;1003611;6;0,46;120
3_2024.xlsx;1166;Promo;321;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;71907;6;0,25;90
3_2024.xlsx;1167;Promo;321;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;81057;6;0,46;120
3_2024.xlsx;1168;Promo;321;2024-02-28 00:00:00;2024-03-24 00:00:00;2024-02-28 00:00:00;100247;6;0,2;90
3_2024.xlsx;1169;Promo;321;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100086;12;0,37;48
3_2024.xlsx;1170;Promo;321;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100084;6;0,37;48
3_2024.xlsx;1171;Promo;321;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;100085;9;0,37;48
3_2024.xlsx;1172;Promo;187;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;72058;12;0,18;48
3_2024.xlsx;1173;Promo;187;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;87800;12;0,32;90
3_2024.xlsx;1174;Promo;187;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000095;6;0,24;90
3_2024.xlsx;1175;Promo;187;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;4000101;6;0,46;120
3_2024.xlsx;1176;Promo;187;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;1003611;6;0,46;120
3_2024.xlsx;1177;Promo;187;2024-02-28 00:00:00;2024-03-25 00:00:00;2024-02-28 00:00:00;71907;6;0,25;90
